Customer No.,Customer Name,Phone Number,Area Code,,
1702, Rawal Al Reef Resturant,94518733,EC ,,
3140, Remal Bidiya Trading,99711975,EC ,,
2832, Reyf Dima S/C,99664127,EC ,,
1313, Rowzan Ibra,99288250,EC ,,
1981, Royal Palace,93426371,EC ,,
2701, Royal Table LLC,97469742,EC ,,
3380, Royal Table LLC,93917408,EC ,,
1746, Rozan Resturant (Ibra),92888680,EC ,,
2651, Ryfdima Modern,99664127,EC ,,
3677, Safari World LLC,95600565,EC ,,
1502, Safwah Remal Quram (Bidaya),95135871,EC ,,
3244, Saif bin Khalifa,99748819,EC ,,
3381, Saleem Abdullah Muhammad Trading,93597494,EC ,,
3581, Saleem Abdullah Trading,93597494,EC ,,
1486, Salem Moh Al Hajri Trad,,EC ,,
1670, Sama Al khaleej Shopping Center,,EC ,,
1646, Satooh Shopping Center,95093494,EC ,,
3163, Shahouq Int.,94643638,EC ,,
1563, Shams Group (Bidiya),,EC ,,
2990, Shuaibi Mintrib Trading,94214829,EC ,,
2350, Special Deals Trading,,EC ,,
1489, Suhool Al Lamaa Trading    (Bidya),79807321,EC ,,
2252, Sultanat United,,EC ,,
2658, Taif al Falez Trading,97383485,EC ,,
3084, Tariq & Partner Investment L.L.C,98549876,EC ,,
1493, Tariq Resturant,,EC ,,
1590, Turkesh Restaurant,,EC ,,
2320, Wajahat Al MarmoomTrd,,EC ,,
2771, Yamdi Saleem Abdullah Trading,93597494,EC ,,
2488, Yanabia Al Yamini,79592513,EC ,,
2982, Zam Zam International,94915126,EC ,,
1628, Abasin Restaurant,92483962,ED ,,
1345, Abdullah Bin Said Hamed,,ED ,,
1567, Abdullah Fanja (Sur),,ED ,,
1352, Abdullah Sadi,,ED ,,
1414, Abu Al Miyaz Trading,99006992,ED ,,
2396, Abu Mahad Trd,93533490,ED ,,
2955, Abu Mahd Al Mukhani Trading,71236754,ED ,,
1722, Abu Manaf Al Farsi Trd,95680810,ED ,,
1480, Abu Yaseeen S/C,91212965,ED ,,
2369, Abu Yosuf F/S,93802514,ED ,,
1834, Afaq Al Reyadh # 3,,ED ,,
1885, Afaq Al Riyadha # 5,92153053,ED ,,
1127, Afaq Al Riyadha Rasal Hud,98283083,ED ,,
2317, Afaq Riyadh # 4,,ED ,,
1418, Affaq Al Riyadh Trading,93390326,ED ,,
3671, Affaq Int. Trading,92466612,ED ,,
2951, Afnan Majan,97139840,ED ,,
1067, Afnan Majan Hyper Market (Sur),,ED ,,
3241, Afnan Majan Trading,79156540,ED ,,
1974, Ajrass Al Khaleej,,ED ,,
1135, Al Amajid S/C,98268935,ED ,,
2371, Al Amjad S/C,91509890,ED ,,
1161, Al Bana Restaurant,90607700,ED ,,
1080, Al Eskandaria Shopping (Global Vlg),,ED ,,
1482, Al Fouz Hyper Market,,ED ,,
1841, Al Grabe Sahil Shopping Centre,,ED ,,
2921, Al Istabarq Trading,91605067,ED ,,
1412, Al Jasser Shopping Center,99478302,ED ,,
1540, Al Mukhtar Restaurant,96721556,ED ,,
1622, Al Sadiq Shopping Center,92108020,ED ,,
1584, Al Safa Shopping Centre (Mutefa),,ED ,,
2498, Asaar Al Madina,93002720,ED ,,
2844, Asaar Al Madina # 2,93002720,ED ,,
2476, Athara Al Madina S/C,71719714,ED ,,
3556, Bazokh Fajer Al Amel,92083927,ED ,,
3619, Bazokh Fajer Al Amel Trading,94699250,ED ,,
1496, Blue Diamond S/C,92756911,ED ,,
2370, Faisal Al Qasmi F/S,91848822,ED ,,
1772, Galaxy S/C Sur,,ED ,,
1368, Global Village S/C,95064000,ED ,,
2516, Ibn Al Araimi,93607833,ED ,,
3206, Ibn Al Falahi Trading,96934427,ED ,,
3266, kuptan Al Batheel,98800511,ED ,,
3199, Lamsat Al Afiya,98091774,ED ,,
1620, Latif Ur Rehman Trading,,ED ,,
3135, Maladh Al Khair,98060535,ED ,,
1376, Marsa Al Bateel Shopping Centre,,ED ,,
2110, Mazaya Sur S/C,,ED ,,
1618, Minara Sur Al Mutamayiza Trad,,ED ,,
1692, Mohd Salim Al Husni,,ED ,,
1491, Muhammad Bin Abdullah Al Saadi #2,92468240,ED ,,
1695, Muhammad Bin Abdullah Saadi #1,91767679,ED ,,
1811, Mukhtar Yamni Rest,,ED ,,
3294, Nasim Mahout Rest,97253520,ED ,,
1565 (016), Ramez Shopping Centre (Sur),96800732,ED ,,
2574, Said Bin Khamis Trading,,ED ,,
1557, Shaheen Sur Shopping Centre,,ED ,,
1420, Shatti Al Ghaleela Trading,99259454,ED ,,
2499, Shatti Galeela # 2,99259454,ED ,,
1867, Talal Al Ghabeera Trading,,ED ,,
2988, Thawaq Trading,99502621,ED ,,
3200, Ultimate Merit Trading,95792871,ED ,,
3363, Yaseen Investment & Development,99695316,ED ,,
2555, Yousaf Al Razaqi Trading,96769788,ED ,,
3075, Yousaf AL Watni,72880976,ED ,,
3246, Zaki Restaurant,92255251,ED ,,
1621, Zaki Shopping Center,,ED ,,
2644, 24 Shopping Centre,95873301,H1 ,,
3678, Abu Al Haitham S/C,91844018,H1 ,,
2885, Abu Saleh Rest   (Adam),77364119,H1 ,,
3332, Abu Tayef Al Amin,72229607,H1 ,,
1997, Afia Al Amal Cold Store,92002846,H1 ,,
2906, Al Dahbi Kersha,92311254,H1 ,,
1117, Al Fakhar Shopping Center,95768667,H1 ,,
2192, Al Hala S/C,79771733,H1 ,,
2755, Al Khaleej C/S,98954652,H1 ,,
1383, Al Luban S/C,90897408,H1 ,,
2878, Al Nokhba Market,91781163,H1 ,,
1990, Al Rahba Cold Store,99336158,H1 ,,
2288, Al Rizq Al Hassan Izki,99262750,H1 ,,
1995, Al Yaara H/M Smail Road,79241279,H1 ,,
1386, Al Yaara Izki,71286979,H1 ,,
2947, Amjad Barkat Al Mouz,95940839,H1 ,,
1230, Anwar Seema S/C #1,98343447,H1 ,,
2919, Ateer Project,90197878,H1 ,,
2757, Barkat Mouz C/S,95307101,H1 ,,
1960, Barkat Nhda C/S,91333095,H1 ,,
3331, Bin Hilal Al Siyabi,78616971,H1 ,,
1994, Dar Al Dhiyafa Shopping Centre,94016928,H1 ,,
2966, Fajar Al Maidan # 2,98585447,H1 ,,
3393, Hala HM,79771733,H1 ,,
2884, Manara Gift Market   (Izki),90438284,H1 ,,
1984, Manazar Magsar,99370008,H1 ,,
3634, Musabah Bin Said,96370251,H1 ,,
1998, Najim Al Madina H/M,95640038,H1 ,,
1911, Rameez Cash Sale,,H1 ,,
1097, Rihab Al Dakhilia Shopping Center,95041973,H1 ,,
1350, Rounaq Al yaqeen Rest,99271562,H1 ,,
2777, Sahari Sumail S/C,95929652,H1 ,,
2874, Sahoul Al Qala   (Sinaiya),78169123,H1 ,,
1340, Smou S/C,78779704,H1 ,,
1454, Sustainable Vision,,H1 ,,
2935, Sustainable Vision # 2,93928792,H1 ,,
2675, Taif Al Amal S/C,94382917,H1 ,,
2830, Taj H/M  (Izki),98939891,H1 ,,
1050, Tamooh Imti Trading,92573015,H1 ,,
2575, Zahrat Al Orchid,97775944,H1 ,,
3569, Abraj Sohur Intergrated Rest,96209925,H2 ,,
2834, Adam H/M,91661232,H2 ,,
2450, Adil Abdo ALi  S/C,90673278,H2 ,,
2864, Al Amwaj Al Shimla   (Adam),71251273,H2 ,,
2548, Al Andlib S/C,,H2 ,,
1323, Al Ghaba S/C,71344892,H2 ,,
3336, Al Jama S/C # 2,92199019,H2 ,,
1256, Al Jama Shopping Centre,92199019,H2 ,,
2414, Al Jawahar S/C,92175091,H2 ,,
2805, Al Jawahra Yamni,78040554,H2 ,,
2225, Al Rehyan H/M,99544497,H2 ,,
2773, Al Tika Rest,98905767,H2 ,,
2980, Al Tiqa International,98905767,H2 ,,
2843, Al Yemen Al Saeed Grocery,97618335,H2 ,,
2822, Barkat Adam Rest  (Adam),96271112,H2 ,,
3568, Dhelal Al Ward Rest,92689770,H2 ,,
2825, Fruits Of Paradise,,H2 ,,
3445, Giyash S/C,93646295,H2 ,,
2664, Halman S/C,93177871,H2 ,,
1945, Hessan C/S,95399144,H2 ,,
2034, Izz Al Shamookh S/C,,H2 ,,
2394, Madar Al Khaleej,90288090,H2 ,,
2823, Manar Barka  (Adam),98989127,H2 ,,
2863, Manba Al Ain Rest   (Adam),99679358,H2 ,,
2132, Mashayria Murtfat Sewan Al Shamla,90682777,H2 ,,
2732, Master C/S,98090029,H2 ,,
2087, Mav Restaurant,99048910,H2 ,,
2792, Muheet Al Skabiya,92836848,H2 ,,
2820, Salalah Marasi Trading Company LLC,97618335,H2 ,,
1949, Sama Al Khaleej S/C,90113233,H2 ,,
2710, Shalaat  C/S,97586013,H2 ,,
2699, Shumooh Trading,93913995,H2 ,,
1470, Zahrat Binfsaj Izz # 2,91113320,H2 ,,
1441, Abdali Shopping Centre,26880063,H3 ,,
2045, Adam EXL LLC,96577876,H3 ,,
2637, Al Fath S/C,95164747,H3 ,,
2261, Al Gafat Mart,72792132,H3 ,,
2179, Al Habbi S/C,72792132,H3 ,,
1305, Al Khatri Food Stuff,96057411,H3 ,,
1065, Al Maara Cold Store,99379877,H3 ,,
2887, Al Maha H/M,92467917,H3 ,,
2802, Albued National Gafat,,H3 ,,
2894, Ataweer S/C,95788076,H3 ,,
1684, Bilad Jawahar S/C,95869850,H3 ,,
2916, Candles Al Dakhlia    (Mana),98719982,H3 ,,
2323, Dahfaf Rest. Ghafat,97241607,H3 ,,
2044, Gate Of Saifem S/C,99065539,H3 ,,
1794, Lahori  Rest.,97909500,H3 ,,
2471, Lolot Wadi Quryat,71305054,H3 ,,
2826, Mashaeel S/C,95221911,H3 ,,
1232, Meydan Mana Trading,99523775,H3 ,,
2029, MIddle East ( Besia),99738993,H3 ,,
2627, Muzn Al Ghanama (Wadi Quriyat),92323127,H3 ,,
1572, New Al Firq C/S # 2,99184483,H3 ,,
2617, Nosor Al Sharq  (Gafat),99063639,H3 ,,
3442, Reem AL Yamen   (Jabrin),99499157,H3 ,,
2836, Reem Al Yeman  (Bisiya),93099201,H3 ,,
2055, Ruba S/C,91306970,H3 ,,
3508, Shuaa Al Majd,92371379,H3 ,,
2774, Wadi Quryat Khadra,,H3 ,,
2030, Wadi Quryat S/C,92137513,H3 ,,
2526, Abraj Al Wasit,93598614,H4 ,,
3105, Afghani Restaurant,94925919,H4 ,,
2645, Ahmad Bin Saif C/S   Sinaw,94925919,H4 ,,
2636, Ahmed Khalfan (burzman),92622535,H4 ,,
2924, Al Jazer Al Omani,94601577,H4 ,,
2860, Al Joud S/C,96222508,H4 ,,
2324, Al Madam S/C,95357737,H4 ,,
2033, Al Quriya Al Mudhiah,79209799,H4 ,,
3355, Al Safaa International,92674392,H4 ,,
3446, Al Thaer Modern,96434043,H4 ,,
2646, Amjad Sinaw Trading,99338146,H4 ,,
3356, Awlad Yusuf S/C,92674392,H4 ,,
2427, Babil H/M,99659232,H4 ,,
2731, Bank Gulf C/S,95199998,H4 ,,
2761, Bawabat C/S,96218677,H4 ,,
3001, Fursan Al Burzman Rest.,93604014,H4 ,,
2412, Hamood Bin Saleem,95440997,H4 ,,
2693, High Choice Trading,95113037,H4 ,,
2888, Ibn Saad Trading   (Sinow),93598614,H4 ,,
3243, Jouhrat Sarab Qala,92674392,H4 ,,
2856, Lamah Al Masa,96222508,H4 ,,
2528, Lataif Al Wasit,95585260,H4 ,,
2635, Murtafat Burzman,92053875,H4 ,,
2723, Qala C/S,92860560,H4 ,,
2962, Rawabi Al Farsakhy S/C,98614475,H4 ,,
2459, Rawabi S/C,98989117,H4 ,,
2425, Salim Yaqoob,97970307,H4 ,,
2983, Shamouh Burzman,93512380,H4 ,,
1910, Shamoukh Cold Store,96222582,H4 ,,
3018, Shape Restaurant,93331606,H4 ,,
3524, Shool Al Muailuf,78720660,H4 ,,
1136, Zahoor Muscat,91558254,H4 ,,
3564, Zhrt Al Wafy LLT JART,93598614,H4 ,,
2524, Ziyad Mahrooqi S/C,96665287,H4 ,,
2407, Abdul Rehman Khalifa,79121602,H5 ,,
1969, Adhwa Flour Mill,99056623,H5 ,,
1137, Al Lafeef Golden,92294887,H5 ,,
3504, Al Qurn Al Masi Rest,,H5 ,,
3400, Al Qurn Al Masi Restaurant,97357293,H5 ,,
2638, Amjad Ibri,98289847,H5 ,,
2782, Anwar Al Roudh,99531736,H5 ,,
1424, Aroos Damishk Kitchen,,H5 ,,
2310, Aswaq Hadaya S/C,79525509,H5 ,,
2985, Gulf Waves,77106575,H5 ,,
3358, Lobby For Pioneering Project,95681305,H5 ,,
2421, Modern Imposible,96967876,H5 ,,
2604, Raboh Al Abla,71336242,H5 ,,
1636 (014), Ramez Shopping Center (Ibri),,H5 ,,
2846, Reem Al Yemen   (Mamora),97673959,H5 ,,
2877, Rounaq Al Amwaj   (yanqal),92324978,H5 ,,
1970, Ruwaya Al Hayool S/C,97011529,H5 ,,
2908, Shabab Yanqal S/C,96196294,H5 ,,
2876, Shaham Al Dahir   (Yanqal),96554278,H5 ,,
3452, Success Partners,94095932,H5 ,,
2566, Tala e Al Howra,95241122,H5 ,,
2085, Wadi Al Ain S/C,95364633,H5 ,,
2690, Yanqal C/S,92017141,H5 ,,
3395, Abdullah Abdali,96399882,H6 ,,
2535, Abu Ishaq,93902690,H6 ,,
2601, Al Dhabi S/C    (Nizwa),92311254,H6 ,,
1271, Al Etihaad S/C,,H6 ,,
2195, Al Gawas Rest,,H6 ,,
1362, Al Hud Hud Restaurant Marfa,96003350,H6 ,,
2368, Al Karama Behla,91982006,H6 ,,
2850, Al Nas H/M   (Behla),98993962,H6 ,,
2870, Al Qabail S/C   (Hamrah),92324878,H6 ,,
2434, Al Qabayel Centre,99444658,H6 ,,
2531, Al Salami National,92088008,H6 ,,
2191, Al Samood # 2,,H6 ,,
2277, Al Yahyai C/S,98080683,H6 ,,
2618, Al Yahyi S/C  (Tanoof),99509658,H6 ,,
2643, Alostora S/C,94993398,H6 ,,
3520, Amjad Behla Rest,98098030,H6 ,,
2345, Aseel Al Ghafat S/C,91177294,H6 ,,
3237, Aseel S/C,95664695,H6 ,,
2272, Aseel S/C  Behla,,H6 ,,
2818, Ataweer Al Wasit,95788076,H6 ,,
1919, Bahjat C/S,99122231,H6 ,,
1456, Bahla Al Khair S/P,98117288,H6 ,,
1278, Barkat Al Reyaheen,,H6 ,,
2676, Bastateen Islam # 2,97348170,H6 ,,
3479, Behla high End Lights,91683752,H6 ,,
1940, Dafaf Restaurant # 2,,H6 ,,
3481, Didarul Company LLC,79213317,H6 ,,
2869, Fakhry Deyafa Rest (Nizwa),92324878,H6 ,,
3327, Fast S/C,97870799,H6 ,,
2576, Green Apple,,H6 ,,
2578, Hi Thurath C/S,92881120,H6 ,,
1423, Hud Hud Turkey Rest  (Behla),,H6 ,,
1421, Hud Hud Turkey Rest (Hamra),,H6 ,,
1338, Ibn Al Hamra,94245550,H6 ,,
3546, Jabal Saad Al Dhabi,90666639,H6 ,,
2748, Khairat C/S,95029641,H6 ,,
2974, Malaz Al Hayat,72556676,H6 ,,
3551, Muntalaq Dar Al Aslam,93111166,H6 ,,
2542, Murtafat Jahfan,99318564,H6 ,,
3408, Rawaye Hai Ain Trading,96969959,H6 ,,
2539, Rayaz Behla Spice,99205355,H6 ,,
3435, Reem Al Yamen,99499157,H6 ,,
2926, Reem Al Yemen (Hamra),99499157,H6 ,,
2848, Roudh Al Misfah  (Hamra),99247089,H6 ,,
3499, Sadeem Al Sama C/S,96540456,H6 ,,
2564, Sahoul Al Sharaf,93391742,H6 ,,
3288, Salah Al Mufraji Project,94359195,H6 ,,
2796, Salim Hashmi,99538803,H6 ,,
2849, Saudi Restaurant,91383348,H6 ,,
2733, Shamookh Mana C/S,95039310,H6 ,,
1780, Sharooq Hai Al Ein,97745566,H6 ,,
2558, Shuwa Al Bawadi,94703047,H6 ,,
3547, Silasil Tanuf,99470832,H6 ,,
2938, Sinsila Moddle East L.L.C,95020818,H6 ,,
2580, Tafasal H/M,99422744,H6 ,,
1932, Takaful Restaurant,90756845,H6 ,,
1277, Tanuf S/C,,H6 ,,
2989, Umm Takabul,90102080,H6 ,,
2565, Yanabie Al Ghadir,91992935,H6 ,,
2917, Zahrat Benefsage    (Kersha),91692512,H6 ,,
2595, Zahrat Binafsaj,9979907,H6 ,,
3624, Zahrat Binafsaj     (Farq),99799707,H6 ,,
2186, Zahrat Binafsaj C/S  Nizwa,99799707,H6 ,,
3391, Zahrat Binafsaj HM,99799707,H6 ,,
2547, Zahrat Mamed,95326264,H6 ,,
2278,Al Kudmi S/C,,H6 ,,
2862,Turat Al Mandi Rest  (Nizwa Souq),96538359,H6 ,,
2307, Al Ahid S/C,,K1 ,,
2109, Al Amjad Barka Trad.,96607485,K1 ,,
2065, AL Anood S/C,,K1 ,,
2934, Al Ansari S/C II,91080523,K1 ,,
1953, Al Ansari Shopping Centre,,K1 ,,
1182, Al Areen Shopping Center,957154723,K1 ,,
2787, Al Fadl S/C,95418833,K1 ,,
1941, Al Ghanem Shopping Centre,99002232,K1 ,,
3478, Al Hiba S/C # 2,99077860,K1 ,,
1862, Al Hiba Shopping Centre,,K1 ,,
2648, Al Saud S/C,,K1 ,,
3125, Al Thnal Al Shamla,92518779,K1 ,,
1332, Al Zahiya Cold Store,,K1 ,,
1812, Araif Al Batinah Trading,,K1 ,,
1090, Arshad Cash Sale,,K1 ,,
2392, Fajar Al Ghashb C/S,94176200,K1 ,,
2647, Faliq Al Mussanah S/C,79206079,K1 ,,
3110, Greeb Salim S/C,99338385,K1 ,,
1006, Hamood Bin Abdullah,,K1 ,,
1363, Kyan Mustaqbil Shopping Centre,98706385,K1 ,,
1760, Mirza Shopping Centre,94773715,K1 ,,
1942, Musannah Beach Cold Store (Musanna),99731873,K1 ,,
3572, Noor Al Aqsa S/C,78177530,K1 ,,
1587, Remal Shopping Centre (Mussannah),95656448,K1 ,,
3054, Salman Bin Nasir,,K1 ,,
3055, Shamoukh AL Ghubira,78037520,K1 ,,
3201, Sharooq Wudam,98200687,K1 ,,
3067, Wudam S/C,,K1 ,,
3123, Abdullah Saeed Trading,97068511,K2 ,,
3088, Airport Tower,42896203,K2 ,,
2240, Al Fawan S/C,,K2 ,,
3132, Al Ghazi S/C,99730678,K2 ,,
3217, AL Hilal Int # 2,79853209,K2 ,,
3441, Al Hilal Int # 3,,K2 ,,
1579, Al Kass Shopping Centre No.2,,K2 ,,
1062, Al Melaz S/C     Al Tareef,96731750,K2 ,,
1063, Al Melaz S/C # 2    Mussanah R/B,96450975,K2 ,,
3134, Al Nahda H/M,,K2 ,,
2606, Al Wahra S/C,96062555,K2 ,,
3392, Al Wahra S/C # 2,95040017,K2 ,,
3651, Al Wathba Mini Mart,77361230,K2 ,,
1250, Attayab Al Diyafa Shopping Centre,,K2 ,,
2210, Ayoon Sajae Trading,90692996,K2 ,,
3073, Central H/M,,K2 ,,
3008, Dream S/C,79853209,K2 ,,
1369, Fathimah Shopping Centre,,K2 ,,
1870, Food Max H/M,,K2 ,,
3012, Ibna Manakher Trad,99700810,K2 ,,
3107, Jasim Mohd. Yousaf,96719030,K2 ,,
2967, M.Abdul Rehman Traders,96511223,K2 ,,
1183, Mafaz shopping Centre,,K2 ,,
3456, Makkah H.M,,K2 ,,
3091, Manazer Al Batnah,97478635,K2 ,,
2743, Millennium Rest,92346888,K2 ,,
1131, Modern Rafid Traders,99212394,K2 ,,
1035, Mohammed Bin Murad,95470684,K2 ,,
1607, Nabras Al jazeera,96106448,K2 ,,
3417, Nahida S/C,99438638,K2 ,,
2330, Najam AL Saroor,,K2 ,,
2899, Naseem Al Ridda,71895245,K2 ,,
2680, One Billion Hyper Market,93919796,K2 ,,
3212, Qafla Al Badiya 2,99712768,K2 ,,
1334, Qaflah Al Badiya Trad,99712768,K2 ,,
2410, Siraj Al khair,91229325,K2 ,,
3647, Sur Bahla OverAll,78614032,K2 ,,
3661, Wradt Al Rabi,93064435,K2 ,,
1282, Yahya Bin Salim Trading,,K2 ,,
2889, Zam Zam Mandi Rest,90900762,K2 ,,
3536, Abu Umar Al Kharsi Rest.,93551087,K3  ,,
2503, Al Badia H/M   ( Muladha),,K3 ,,
1084, Al Badiya Hyper Market   (Subaikhi),96194900,K3 ,,
1121, Al Bareer S/C   (khaba),99766001,K3 ,,
3149, Al Hilal Int.,79853209,K3 ,,
1144, Al Karama Hyper Market (Suwaiq),99284686,K3 ,,
2905, Al Lamki Trading,92432839,K3 ,,
2903, Al Melaz H/M 2   Wadam Sahil,93219650,K3 ,,
1186, Al Qart Global Trading,,K3 ,,
3076, Al Qoot H/M   (Sanaiya),,K3 ,,
3150, Al Shams S/C,79408360,K3 ,,
3170, Al Suwaiq Dream,94055790,K3 ,,
2893, Al Weaam H/M,92361929,K3 ,,
3034, Aswar Al Seeb,95261295,K3 ,,
2970, Bronze Stair Projects,99418661,K3 ,,
1073, Dosteen Hyper Market,99333714,K3 ,,
1685, Durrat Al Suwaiq Trading,,K3 ,,
3089, Fast Mart,98063444,K3 ,,
3451, Janoob Al Madina H/M # 2,97303304,K3 ,,
2117, Kawakiba Minara Rest,91790850,K3 ,,
1581, Lulu Muscat Hyper Market L.L.C,26961600,K3 ,,
3100, Minara Al Mussanah,99602309,K3 ,,
1384, Nabras Al Ghubaira Trading,,K3 ,,
3179, Qafilat ALBadiat,79144483,K3 ,,
3367, Qaflah Al Badiya 3,99712768,K3 ,,
3061, Red Al Gate Stone,99889612,K3 ,,
1980, Sahool Umasaih Al Shamla trading,97167282,K3 ,,
1788, Tayoor Naman Trading,92386775,K3 ,,
3083, Adhwa Al Khaba,93278510,K4 ,,
2069, Al Bareer S/C # 2 (Sabia),,K4 ,,
1031, Al Idam Shopping Centre,,K4 ,,
1413, Al Mazeed Cold Store,96961031,K4 ,,
3052, Al Qoot S/C,94055790,K4 ,,
2713, Al Rawasi S/C,94301801,K4 ,,
3430, Al Weaam H/M,,K4 ,,
1263, Al Weaam Hyper Market,,K4 ,,
3137, Blue Diamond S/C,72074600,K4 ,,
1225, Burj Al Mussanah S/C,,K4 ,,
1159, Faisal Shopping Center,,K4 ,,
2714, Ibn Shadat Trader,,K4 ,,
2393, Janob Madina H/M,97303304,K4 ,,
3472, Janoob Al Madina (Sanaiya),78005449,K4 ,,
2740, Qatrat Al Shahid,78033646,K4 ,,
1240 (013), Ramez International LLC,,K4 ,,
1750, Ramooz Sur Hean Trd,,K4 ,,
3221, Reyaheen Al Nada S/C,78819511,K4 ,,
2151, Sahool Umm Seah,,K4 ,,
3066, Salem S/C     Muladha,,K4 ,,
3065, Salim S/C    (Wadum Sahil),,K4 ,,
2811, 55 Shopping Centre,98049722,K5 ,,
3138, Abu Ziyad Al Farsi,97385506,K5 ,,
1516, Al kass Shopping Centre,,K5 ,,
2751, Al Mass S/C,98310894,K5 ,,
2463, Al Mastawi National,94218780,K5 ,,
2586, Al Melaz H/M   Shoiba,94260067,K5 ,,
1827, Basma Wudam S/C,92930225,K5 ,,
3106, Bassateen Al Shuaiba,99164096,K5 ,,
2452, Easa Bin Mater,94920600,K5 ,,
1430, Fahad Bin Saeed Al Maliki,,K5 ,,
3007, Fresh Majan,94930840,K5 ,,
3035, Hameed Swaelim,92270743,K5 ,,
2809, Majan Al Khaleej,,K5 ,,
3676, Makkah H/M,,K5 ,,
3652, MD Iqbal Hussain,94390254,K5 ,,
2066, Sharooq Al Swadi,,K5 ,,
2700, Shati Nasim Trading,92919883,K5 ,,
1616, Sur Bahla Shopping Center,94117688,K5 ,,
1044, Wahat Al Sawadi,99504847,K5 ,,
1140, Abdullah Kitchen,92258112,K6 ,,
2203, Adwa Ar Ar Trade,93358955,K6 ,,
3169, Afnan Business,94379768,K6 ,,
2816, Afrah Al Shuaibi Trading,92573469,K6 ,,
1087, Al Baghdad Shopping Center,96168069,K6 ,,
1198, Al Basem Resturant,99705686,K6 ,,
1049, Al Hauz Trading,26875411,K6 ,,
1320, Al Kafi S/C,,K6 ,,
2088, Al Kafi S/C # 2,,K6 ,,
1515, Al Robooh Al Wadi Trading,94213825,K6 ,,
2785, Al Sabeel C/S,95303415,K6 ,,
1172, Al Sehad Al Sateea Trading,,K6 ,,
1437, Al Tamam Hyper Market,92957610,K6 ,,
2165, Al Waha S/C,,K6 ,,
3208, Ali Bin Saeed Al Lamki,,K6 ,,
3127, Ali Saeed Malki,71797925,K6 ,,
3154, Anwar Wadi Bani Shafer,94154822,K6 ,,
3156, Asayal Al Washel Kitchen,92258112,K6 ,,
3461, Atheer S/C,79776801,K6 ,,
3094, Fajer Al Barkat,99245312,K6 ,,
3068, Iqbal Mohd Baha,93092817,K6 ,,
3450, Kanooz Al Falaj Trading,95562625,K6 ,,
3662, Kat Al Zawihri Trading,78745242,K6 ,,
1680, Lulu Muscat Hypermarket LLC,26775100,K6 ,,
3069, Masai Al Khair,99880844,K6 ,,
1054, Matar Majan S/C,,K6 ,,
2509, Mohd. Umar Shasi,92515277,K6 ,,
1201, Moheet Cold Store,95521917,K6 ,,
1795, Nada Al Rustaq,,K6 ,,
3582, Naeem Al Rustaq Trading,98782000,K6 ,,
1042, National Shopping Centre,,K6 ,,
2000, New Raboo Al Wadi,,K6 ,,
1188, Raja Imtiaz Khan Resturant,26876415,K6 ,,
2767, Razaz Al Matr Rest,98977473,K6 ,,
3583, Reman S/C,92131915,K6 ,,
1242 (011), Remez International LLC,24422052,K6 ,,
3292, Ruwad Al Khair,99352563,K6 ,,
3158, Saeed Saif Zahran,93253152,K6 ,,
2048, Safooh Al Sahra S/C,92379235,K6 ,,
1865, Saleh Bin Saif Rahim,,K6 ,,
3673, Shamoo AL Houkain,93365790,K6 ,,
3128, Shima Al Arab Rest,91919786,K6 ,,
2810, Siraj al Shabika,98003677,K6 ,,
3168, Sulaiman Al Khatri,77226706,K6 ,,
2759, Tabasheer Al Khair,99412974,K6 ,,
2145, Tahir Resturant,,K6 ,,
1301, Talal Al Jabal Restaurant,99822658,K6 ,,
2163, Turkish Taranim Al Ebda Rest,92022780,K6 ,,
2025, Wusam Al Ezz S/C,,K6 ,,
1200, Yaqub Al Shkeli Tradi,92213679,K6 ,,
3593, Zad H/M,91972875,K6 ,,
2886, Zahrat Hudal,92165641,K6 ,,
3377, Al Kass S/C #  3,94344622,K7 ,,
1148, Al Tayef Shopping Center,,K7 ,,
3228, Bairaq Al Maghsar,99451162,K7 ,,
2900, Barka National Trader,97277244,K7 ,,
2431, Bashayir Al Uqda,,K7 ,,
3101, Burj Al Musannah # 2,,K7 ,,
2420, Food Trolly S/C,,K7 ,,
1351, Ghousan Salam Al Fizzi,97796237,K7 ,,
2720, Kanooz Al Abar  S/C,92976931,K7 ,,
1742, Kanooz Halban S/C,,K7 ,,
2746, Mian Mian S/C,95943177,K7 ,,
2835, Sama Barka,99335497,K7 ,,
1698, Sheem Al Rumais,79048995,K7 ,,
2147, AA Khamis Driver,,ZA ,,
1869, Afaq Al Kawakab Restaurant,96369717,ZA ,,
1406, Bahar Al Diyan Shopping Centre,92066661,ZA ,,
1255, Green Mart Hyper Market (Suwiq),,ZA ,,
1190, Green Mart Shopping Center,,ZA ,,
2053, Hanoon Modern Projects LLC,,ZA ,,
1124, Sahool Al kamil S/C,,ZA ,,
1675, Soulaf Hyper Market,,ZA ,,
1462, Suwaid Al Maa Trading,,ZA ,,
1353, Zafran Restaurant,,ZA ,,
3366, Wadi Al Jazi Trading,98381379,ZA5 ,,
1405, Al Hakmani Shopping Centre,,ZAC ,,
1342, Al Marina H/M,91130700,ZAC ,,
1163, Al Seef Hyper Market,96243438,ZAC ,,
1808, Hanoon Modern Projects LLC (Saham),,ZAC ,,
1295, Moheeth Sohar Trading,,ZAC ,,
1155, Nana Hyper Market,,ZAC ,,
2289, Abu Sundus S/C,,ZB ,,
